original_idx,Condition,gt_cwe,pred_cwe,gt_line,pred_line,line_status,Review_ID
16923,A2_FunctionLine,CWE-189,CWE-119,                  if (v == 255)/~/                  if (v == 255)/~/                  if (v == 255)/~/                  if (v == 255)/~/                  if (v == 255),if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                /* read the whole image */~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                /* read the whole image */~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if,No Match,REV_106
11554,A4_Oracle,CWE-416,CWE-399,"	int ret;/~/	ret = hns_nic_net_xmit_hw(ndev, skb,/~/				  &tx_ring_data(priv, skb->queue_mapping));/~/	if (ret == NETDEV_TX_OK) {/~/		netif_trans_update(ndev);/~/		ndev->stats.tx_bytes += skb->len;/~/		ndev->stats.tx_packets++;/~/	}/~/	return (netdev_tx_t)ret;","int ret;/~/	ret = hns_nic_net_xmit_hw(ndev, skb,/~/				  &tx_ring_data(priv, skb->queue_mapping));/~/	if (ret == NETDEV_TX_OK) {/~/		netif_trans_update(ndev);/~/		ndev->stats.tx_bytes += skb->len;/~/		ndev->stats.tx_packets++;/~/	}/~/	return (netdev_tx_t)ret;",Oracle,REV_107
12417,A3_FunctionLineCWE,CWE-264,CWE-362,"               php_error_docref(NULL TSRMLS_CC, E_WARNING, ""mm_malloc failed, avail %d, err %s"", mm_available(data->mm), mm_error());","php_error_docref(NULL TSRMLS_CC, E_WARNING, ""mm_malloc failed, avail %d, err %s"", mm_available(data->mm), mm_error());",Exact Match,REV_108
16298,A3_FunctionLineCWE,CWE-264,CWE-399,"    Mutex::Autolock lock(&mLock);/~/    sp<Sample> sample = new Sample(++mNextSampleID, fd, offset, length);/~/    mSamples.add(sample->sampleID(), sample);/~/    doLoad(sample);/~/    return sample->sampleID();/~/}","Mutex::Autolock lock(&mLock);/~/    sp<Sample> sample = new Sample(++mNextSampleID, fd, offset, length);/~/    mSamples.add(sample->sampleID(), sample);/~/    doLoad(sample);/~/    return sample->sampleID();",Partial Match,REV_109
16021,A3_FunctionLineCWE,CWE-119,CWE-399,"{/~/    if (m_replaceLinks && element->isURLAttribute(attribute) && !element->isJavaScriptURLAttribute(attribute)) {/~/        String completeURL = m_document->completeURL(attribute.value());/~/        if (m_replaceLinks->contains(completeURL)) {/~/            // FIXME: Refactor MarkupAccumulator so it is easier to append an attribute like this./~/            result.append(' ');/~/            result.append(attribute.name().toString());/~/            result.appendLiteral(""=\"""");/~/            if (!m_directoryName.isEmpty()) {/~/                result.appendLiteral(""./"");/~/                result.append(m_directoryName);/~/                result.append('/');/~/            }/~/            result.append(m_replaceLinks->get(completeURL));/~/            result.appendLiteral(""\"""");/~/            return;/~/        }/~/    }/~/    MarkupAccumulator::appendAttribute(result, element, attribute, namespaces);/~/}","{/~/    if (m_replaceLinks && element->isURLAttribute(attribute) && !element->isJavaScriptURLAttribute(attribute)) {/~/        String completeURL = m_document->completeURL(attribute.value());/~/        if (m_replaceLinks->contains(completeURL)) {/~/            // FIXME: Refactor MarkupAccumulator so it is easier to append an attribute like this./~/            result.append(' ');/~/            result.append(attribute.name().toString());/~/            result.appendLiteral(""=\"""");/~/            if (!m_directoryName.isEmpty()) {/~/                result.appendLiteral(""./"");/~/                result.append(m_directoryName);/~/                result.append('/');/~/            }/~/            result.append(m_replaceLinks->get(completeURL));/~/        }/~/    }/~/    MarkupAccumulator::appendAttribute(result, element, attribute, namespaces);/~/}",No Match,REV_110
16298,A1_FunctionOnly,CWE-264,CWE-399,"    Mutex::Autolock lock(&mLock);/~/    sp<Sample> sample = new Sample(++mNextSampleID, fd, offset, length);/~/    mSamples.add(sample->sampleID(), sample);/~/    doLoad(sample);/~/    return sample->sampleID();/~/}","Mutex::Autolock lock(&mLock);/~/    sp<Sample> sample = new Sample(++mNextSampleID, fd, offset, length);/~/    mSamples.add(sample->sampleID(), sample);/~/    doLoad(sample);/~/    return sample->sampleID();",N/A,REV_111
16051,A3_FunctionLineCWE,CWE-200,CWE-189,            m_pInput_pmem[i].buffer = (OMX_U8 *)SECURE_BUFPTR;,if (bytes != m_sInPortDef.nBufferSize) {,No Match,REV_112
16923,A4_Oracle,CWE-189,CWE-119,                  if (v == 255)/~/                  if (v == 255)/~/                  if (v == 255)/~/                  if (v == 255)/~/                  if (v == 255),if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                /* read the whole image */~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                /* read the whole image */~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if (im->data)/~/                if,Oracle,REV_113
8278,A4_Oracle,CWE-200,CWE-399,"    /* If a fatal one, remove from cache */~/    if ((level == 2) && (s->session != NULL))/~/        SSL_CTX_remove_session(s->session_ctx, s->session);","SSL_CTX_remove_session(s->session_ctx, s->session);",Oracle,REV_114
13207,A2_FunctionLine,CWE-200,CWE-20,"            pv_buf = ps_dec->pf_aligned_alloc(pv_mem_ctxt, 128, size);",if(buflen == -1),No Match,REV_115
1173,A4_Oracle,CWE-264,CWE-399,"  int shmkey = shmget(IPC_PRIVATE, 1, 0666);/~/  if (shmkey == -1)/~/  if (!result)","int shmkey = shmget(IPC_PRIVATE, 1, 0666);",Oracle,REV_116
18052,A2_FunctionLine,CWE-20,CWE-476,"       softmask_save softmask = { NULL };/~/       if (image->mask)/~/               if (gstate->blendmode)/~/                       fz_begin_group(ctx, pr->dev, &bbox, NULL, 0, 0, gstate->blendmode, 1);/~/               fz_clip_image_mask(ctx, pr->dev, image->mask, &image_ctm, &bbox);/~/       }/~/       else/~/               gstate = pdf_begin_group(ctx, pr, &bbox, &softmask);/~/       if (!image->colorspace)/~/       {/~/               switch (gstate->fill.kind)/~/               case PDF_MAT_NONE:/~/                       break;/~/               case PDF_MAT_COLOR:/~/                       fz_fill_image_mask(ctx, pr->dev, image, &image_ctm,/~/                               gstate->fill.colorspace, gstate->fill.v, gstate->fill.alpha, &gstate->fill.color_params);/~/                       break;/~/               case PDF_MAT_PATTERN:/~/                       if (gstate->fill.pattern)/~/                       {/~/                               fz_clip_image_mask(ctx, pr->dev, image, &image_ctm, &bbox);/~/                               pdf_show_pattern(ctx, pr, gstate->fill.pattern, &pr->gstate[gstate->fill.gstate_num], &bbox, PDF_FILL);/~/                               fz_pop_clip(ctx, pr->dev);/~/                       }/~/                       break;/~/               case PDF_MAT_SHADE:/~/                       if (gstate->fill.shade)/~/                       {/~/                               fz_clip_image_mask(ctx, pr->dev, image, &image_ctm, &bbox);/~/                               fz_fill_shade(ctx, pr->dev, gstate->fill.shade, &pr->gstate[gstate->fill.gstate_num].ctm, gstate->fill.alpha, &gstate->fill.color_params);/~/                               fz_pop_clip(ctx, pr->dev);/~/                       }/~/                       break;/~/       else/~/               fz_fill_image(ctx, pr->dev, image, &image_ctm, gstate->fill.alpha, &gstate->fill.color_params);/~/       if (image->mask)/~/               fz_pop_clip(ctx, pr->dev);/~/               if (gstate->blendmode)/~/                       fz_end_group(ctx, pr->dev);/~/       else/~/               pdf_end_group(ctx, pr, &softmask);","softmask_save softmask = { NULL };/~/       if (image->mask)/~/                       fz_begin_group(ctx, pr->dev, &bbox, NULL, 0, 0, gstate->blendmode, 1);/~/               fz_clip_image_mask(ctx, pr->dev, image->mask, &image_ctm, &bbox);/~/       }/~/       else/~/               gstate = pdf_begin_group(ctx, pr, &bbox, &softmask);/~/       if (!image->colorspace)/~/       {/~/               case PDF_MAT_NONE:/~/                       break;/~/               case PDF_MAT_COLOR:/~/                       fz_fill_image_mask(ctx, pr->dev, image, &image_ctm,/~/                               gstate->fill.colorspace, gstate->fill.v, gstate->fill.alpha, &gstate->fill.color_params);/~/                       break;/~/               case PDF_MAT_PATTERN:/~/                       if (gstate->fill.",No Match,REV_117
10754,A3_FunctionLineCWE,CWE-189,CWE-399,	if (vma->vm_flags & (VM_DONTEXPAND | VM_PFNMAP)) {/~/		if (new_len > old_len),if (vma->vm_flags & (VM_DONTEXPAND | VM_PFNMAP)) {,Partial Match,REV_118
12834,A3_FunctionLineCWE,CWE-125,CWE-Other,"		if (parse_import_stub(bin, &symbols[j], i))",if (bin->dysymtab.iextdefsym)/~/			if (bin->dysymtab.ilocalsym)/~/			if (bin->dysymtab.nlocalsym)/~/			if (bin->dysymtab.iundefsym)/~/			if (bin->dysymtab.nextdefsym)/~/			if (bin->dysymtab.nextlocalsym)/~/			if (bin->dysymtab.nlocalsym)/~/			if (bin->dysymtab.nundefsym)/~/			if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nlocalsym)/~/				if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nundefsym)/~/				if (bin->dysymtab.nlocalsym,No Match,REV_119
16021,A1_FunctionOnly,CWE-119,CWE-399,"{/~/    if (m_replaceLinks && element->isURLAttribute(attribute) && !element->isJavaScriptURLAttribute(attribute)) {/~/        String completeURL = m_document->completeURL(attribute.value());/~/        if (m_replaceLinks->contains(completeURL)) {/~/            // FIXME: Refactor MarkupAccumulator so it is easier to append an attribute like this./~/            result.append(' ');/~/            result.append(attribute.name().toString());/~/            result.appendLiteral(""=\"""");/~/            if (!m_directoryName.isEmpty()) {/~/                result.appendLiteral(""./"");/~/                result.append(m_directoryName);/~/                result.append('/');/~/            }/~/            result.append(m_replaceLinks->get(completeURL));/~/            result.appendLiteral(""\"""");/~/            return;/~/        }/~/    }/~/    MarkupAccumulator::appendAttribute(result, element, attribute, namespaces);/~/}","{/~/    if (m_replaceLinks && element->isURLAttribute(attribute) && !element->isJavaScriptURLAttribute(attribute)) {/~/        String completeURL = m_document->completeURL(attribute.value());/~/        if (m_replaceLinks->contains(completeURL)) {/~/            // FIXME: Refactor MarkupAccumulator so it is easier to append an attribute like this./~/            result.append(' ');/~/            result.append(attribute.name().toString());/~/            result.appendLiteral(""=\"""");/~/            if (!m_directoryName.isEmpty()) {/~/                result.appendLiteral(""./"");/~/                result.append(m_directoryName);/~/                result.append('/');/~/            }/~/            result.append(m_replaceLinks->get(completeURL));/~/        }/~/    }/~/    MarkupAccumulator::appendAttribute(result, element, attribute, namespaces);/~/}",N/A,REV_120
13207,A1_FunctionOnly,CWE-200,CWE-20,"            pv_buf = ps_dec->pf_aligned_alloc(pv_mem_ctxt, 128, size);",if(buflen == -1),N/A,REV_121
9218,A4_Oracle,CWE-416,CWE-20,"  auto resolver_cb = WTF::Bind(&ImageCapture::ResolveWithMediaTrackConstraints,/~/                               WrapPersistent(this), resolver_constraints);",settings->has_white_balance_mode = constraints.hasWhiteBalanceMode() &&,Oracle,REV_122
14212,A2_FunctionLine,CWE-362,CWE-399,"		     	rq = blk_mq_tag_to_rq(hctx->tags, off + bit);","rq = blk_mq_tag_to_rq(hctx->tags, off + bit);",Exact Match,REV_123
1188,A1_FunctionOnly,CWE-399,CWE-189,"    VLOG(1) << ""...parsing request body"";/~/    std::string error;/~/    if (!ParseJSONDictionary(json, parameters, &error)) {/~/          ""Failed to parse command data: "" + error + ""\n  Data: "" + json));/~/  VLOG(1) << ""Parsed "" << method << "" "" << uri/~/        << std::string(request_info->post_data, request_info->post_data_len);","VLOG(1) << ""...parsing request body"";/~/    std::string error;/~/    if (!ParseJSONDictionary(json, parameters, &error)) {/~/          ""Failed to parse command data: "" + error + ""\n  Data: "" + json));/~/  VLOG(1) << ""Parsed "" << method << "" "" << uri/~/        << std::string(request_info->post_data, request_info->post_data_len);",N/A,REV_124
10784,A4_Oracle,CWE-416,CWE-399,    : loader_(,: loader_(,Oracle,REV_125
8278,A2_FunctionLine,CWE-200,CWE-399,"    /* If a fatal one, remove from cache */~/    if ((level == 2) && (s->session != NULL))/~/        SSL_CTX_remove_session(s->session_ctx, s->session);","SSL_CTX_remove_session(s->session_ctx, s->session);",Partial Match,REV_126
9535,A1_FunctionOnly,CWE-125,CWE-189,"		ND_TCHECK2(*(p + 2), 4);","ND_TCHECK2(*(p + 2), 4);/~/		ND_TCHECK2(*(p + 2), 2);/~/		ND_TCHECK2(*(p + 2), 4);/~/		ND_TCHECK2(*(p + 2), 2);/~/		ND_TCHECK2(*(p + 2), 4);/~/		ND_TCHECK2(*(p + 2), 2);/~/		ND_TCHECK2(*(p + 2), 4);/~/		ND_TCHECK2(*(p + 2), 2);/~/		ND_TCHECK2(*(p + 2), 4);/~/		ND_TCHECK2(*(p + 2), 2);/~/		ND_TCHECK2(*(p + 2), 4);/~/		ND_TCHECK2(*(p + 2), 2);/~/		ND_TCHECK2(*(p + 2), 4);/~/		ND_TCHECK2(*(p + 2), 2);/~/",N/A,REV_127
10754,A1_FunctionOnly,CWE-189,CWE-399,	if (vma->vm_flags & (VM_DONTEXPAND | VM_PFNMAP)) {/~/		if (new_len > old_len),if (vma->vm_flags & (VM_DONTEXPAND | VM_PFNMAP)) {,N/A,REV_128
14020,A1_FunctionOnly,CWE-399,CWE-362,"				    int nmi, struct perf_sample_data *data,/~/		if (__perf_event_overflow(event, nmi, throttle,","if (__perf_event_overflow(event, nmi, throttle,",N/A,REV_129
8772,A4_Oracle,CWE-119,CWE-399,"    char *out = mutt_mem_malloc(3 * len / 4 + 1);/~/    int dlen = mutt_b64_decode(out, it);",char *out = mutt_mem_malloc(3 * len / 4 + 1);,Oracle,REV_130
6260,A1_FunctionOnly,CWE-119,CWE-399,{/~/    return m_uid;,return m_uid;,N/A,REV_131
17592,A1_FunctionOnly,CWE-20,CWE-189,"			spin_lock_irq(&slave_active_lock);/~/			_snd_timer_stop(slave, 1, SNDRV_TIMER_EVENT_RESOLUTION);/~/			spin_unlock_irq(&slave_active_lock);","_snd_timer_stop(slave, 1, SNDRV_TIMER_EVENT_RESOLUTION);",N/A,REV_132
16115,A4_Oracle,CWE-119,CWE-399,    PassRefPtr<CallbackWrapper> callbacks),PassRefPtr<CallbackWrapper> callbacks),Oracle,REV_133
7501,A3_FunctionLineCWE,CWE-362,CWE-20,	/* racing with another thread binding seems ok here *,/* racing with another thread binding seems ok here *,Exact Match,REV_134
13822,A3_FunctionLineCWE,CWE-362,CWE-399,"    RenderFrameHost* plugin_rfh,/~/    int32_t guest_instance_id,/~/    int32_t element_instance_id,/~/    bool is_full_page_plugin,/~/    ExtensionsGuestViewMessageFilter* filter)/~/    : content::WebContentsObserver(/~/          content::WebContents::FromRenderFrameHost(plugin_rfh)),/~/      frame_tree_node_id_(plugin_rfh->GetFrameTreeNodeId()),/~/      guest_instance_id_(guest_instance_id),/~/      element_instance_id_(element_instance_id),/~/      is_full_page_plugin_(is_full_page_plugin),/~/      filter_(filter),/~/      parent_site_instance_(plugin_rfh->GetParent()->GetSiteInstance()),/~/      weak_factory_(this) {/~/  DCHECK(GetGuestView());/~/  NavigateToAboutBlank();/~/  base::PostDelayedTaskWithTraits(/~/      FROM_HERE, {BrowserThread::UI},/~/      base::BindOnce(&ExtensionsGuestViewMessageFilter::FrameNavigationHelper::/~/                         CancelPendingTask,/~/                     weak_factory_.GetWeakPtr()),/~/      base::TimeDelta::FromMilliseconds(kAttachFailureDelayMS));/~/}","RenderFrameHost* plugin_rfh,/~/    int32_t guest_instance_id,/~/    int32_t element_instance_id,/~/    bool is_full_page_plugin,/~/    ExtensionsGuestViewMessageFilter* filter)/~/    : content::WebContentsObserver(/~/          content::WebContents::FromRenderFrameHost(plugin_rfh)),/~/      frame_tree_node_id_(plugin_rfh->GetFrameTreeNodeId()),/~/      guest_instance_id_(guest_instance_id),/~/      element_instance_id_(element_instance_id),/~/      is_full_page_plugin_(is_full_page_plugin),/~/      filter_(filter),/~/      parent_site_instance_(plugin_rfh->GetParent()->GetSiteInstance()),/~/      weak_factory_(this) {/~/  DCHECK(GetGuestView());/~/  NavigateToAboutBlank();/~/  base::PostDelayedTaskWithTraits(/~/      FROM_",Partial Match,REV_135
13207,A4_Oracle,CWE-200,CWE-20,"            pv_buf = ps_dec->pf_aligned_alloc(pv_mem_ctxt, 128, size);",if(buflen == -1),Oracle,REV_136
8937,A2_FunctionLine,CWE-476,CWE-476,	tcmur_unregister_handler(handler);,tcmur_unregister_handler(handler);,Exact Match,REV_137
3856,A2_FunctionLine,CWE-416,CWE-Other,        char added;/~/        pair->added = 0;,pair->added = 0;,Partial Match,REV_138
13204,A1_FunctionOnly,CWE-476,CWE-401,"{/~/	int ret = -EINVAL;/~/	/* init RNG */~/	big_key_rng = crypto_alloc_rng(big_key_rng_name, 0, 0);/~/	if (IS_ERR(big_key_rng)) {/~/		big_key_rng = NULL;/~/		return -EFAULT;/~/	ret = crypto_rng_reset(big_key_rng, NULL, crypto_rng_seedsize(big_key_rng));/~/	if (ret)/~/		goto error;/~/	big_key_skcipher = crypto_alloc_skcipher(big_key_alg_name,/~/						 0, CRYPTO_ALG_ASYNC);/~/	if (IS_ERR(big_key_skcipher)) {/~/		big_key_skcipher = NULL;/~/		ret = -EFAULT;/~/		goto error;/~/error:/~/	big_key_rng = NULL;","int ret = -EINVAL;/~/	/* init RNG */~/	big_key_rng = crypto_alloc_rng(big_key_rng_name, 0, 0);/~/	if (IS_ERR(big_key_rng)) {/~/		big_key_rng = NULL;/~/		return -EFAULT;/~/	ret = crypto_rng_reset(big_key_rng, NULL, crypto_rng_seedsize(big_key_rng));/~/	if (ret)/~/		goto error;/~/	big_key_skcipher = crypto_alloc_skcipher(big_key_alg_name,/~/						 0, CRYPTO_ALG_ASYNC);/~/	if (IS_ERR(big_key_skcipher)) {/~/		big_key_skcipher = NULL;/~/		ret = -EFAULT;/~/		goto error;/~/}",N/A,REV_139
10754,A2_FunctionLine,CWE-189,CWE-399,	if (vma->vm_flags & (VM_DONTEXPAND | VM_PFNMAP)) {/~/		if (new_len > old_len),if (vma->vm_flags & (VM_DONTEXPAND | VM_PFNMAP)) {,Partial Match,REV_140
9386,A1_FunctionOnly,CWE-200,CWE-189,"	const struct cred *cred = current_cred(), *tcred;/~/	 * process. The right exists if the process has administrative/~/	 * capabilities, superuser privileges or the same/~/	 * userid as the target process./~/	tcred = __task_cred(task);/~/	if (!uid_eq(cred->euid, tcred->suid) && !uid_eq(cred->euid, tcred->uid) &&/~/	    !uid_eq(cred->uid,  tcred->suid) && !uid_eq(cred->uid,  tcred->uid) &&/~/	    !capable(CAP_SYS_NICE)) {","const struct cred *cred = current_cred(), *tcred;/~/	 * process. The right exists if the process has administrative/~/	 * capabilities, superuser privileges or the same/~/	 * userid as the target process./~/	tcred = __task_cred(task);/~/	if (!uid_eq(cred->euid, tcred->suid) && !uid_eq(cred->euid, tcred->uid) &&/~/	    !uid_eq(cred->uid,  tcred->suid) && !uid_eq(cred->uid,  tcred->uid) &&/~/	    !capable(CAP_SYS_NICE)) {",N/A,REV_141
15429,A2_FunctionLine,CWE-362,CWE-399,	mutex_init(&tu->tread_sem);,mutex_init(&tu->tread_sem);,Exact Match,REV_142
8152,A4_Oracle,CWE-125,CWE-189,"        /* If we're assigning to this and we don't have a parent,/~/         * add it to the symbol table root */~/        if (!jsvGetRefs(lhs) && jsvIsName(lhs)) {/~/          if (!jsvIsArrayBufferName(lhs) && !jsvIsNewChild(lhs))/~/            jsvAddName(execInfo.root, lhs);/~/        }/~/        jspReplaceWith(lhs, rhs);",if (lex->tk==LEX_ARROW_FUNCTION) {/~/            if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if,Oracle,REV_143
16021,A4_Oracle,CWE-119,CWE-399,"{/~/    if (m_replaceLinks && element->isURLAttribute(attribute) && !element->isJavaScriptURLAttribute(attribute)) {/~/        String completeURL = m_document->completeURL(attribute.value());/~/        if (m_replaceLinks->contains(completeURL)) {/~/            // FIXME: Refactor MarkupAccumulator so it is easier to append an attribute like this./~/            result.append(' ');/~/            result.append(attribute.name().toString());/~/            result.appendLiteral(""=\"""");/~/            if (!m_directoryName.isEmpty()) {/~/                result.appendLiteral(""./"");/~/                result.append(m_directoryName);/~/                result.append('/');/~/            }/~/            result.append(m_replaceLinks->get(completeURL));/~/            result.appendLiteral(""\"""");/~/            return;/~/        }/~/    }/~/    MarkupAccumulator::appendAttribute(result, element, attribute, namespaces);/~/}","{/~/    if (m_replaceLinks && element->isURLAttribute(attribute) && !element->isJavaScriptURLAttribute(attribute)) {/~/        String completeURL = m_document->completeURL(attribute.value());/~/        if (m_replaceLinks->contains(completeURL)) {/~/            // FIXME: Refactor MarkupAccumulator so it is easier to append an attribute like this./~/            result.append(' ');/~/            result.append(attribute.name().toString());/~/            result.appendLiteral(""=\"""");/~/            if (!m_directoryName.isEmpty()) {/~/                result.appendLiteral(""./"");/~/                result.append(m_directoryName);/~/                result.append('/');/~/            }/~/            result.append(m_replaceLinks->get(completeURL));/~/        }/~/    }/~/    MarkupAccumulator::appendAttribute(result, element, attribute, namespaces);/~/}",Oracle,REV_144
17966,A4_Oracle,CWE-125,CWE-399,    DCHECK(request_it->origin.GetOrigin() == request_it->origin);,DCHECK(request_it->origin.GetOrigin() == request_it->origin);,Oracle,REV_145
8772,A1_FunctionOnly,CWE-119,CWE-399,"    char *out = mutt_mem_malloc(3 * len / 4 + 1);/~/    int dlen = mutt_b64_decode(out, it);",char *out = mutt_mem_malloc(3 * len / 4 + 1);,N/A,REV_146
15362,A2_FunctionLine,CWE-189,CWE-399,  return screen_lock_lib_.GetDefaultImpl(use_stub_impl_);/~/},return screen_lock_lib_.GetDefaultImpl(use_stub_impl_);,Partial Match,REV_147
12815,A2_FunctionLine,CWE-189,CWE-399,  return update_lib_.GetDefaultImpl(use_stub_impl_);/~/},return update_lib_.GetDefaultImpl(use_stub_impl_);,Partial Match,REV_148
7501,A4_Oracle,CWE-362,CWE-20,	/* racing with another thread binding seems ok here *,/* racing with another thread binding seems ok here *,Oracle,REV_149
16051,A1_FunctionOnly,CWE-200,CWE-189,            m_pInput_pmem[i].buffer = (OMX_U8 *)SECURE_BUFPTR;,if (bytes != m_sInPortDef.nBufferSize) {,N/A,REV_150
8278,A1_FunctionOnly,CWE-200,CWE-399,"    /* If a fatal one, remove from cache */~/    if ((level == 2) && (s->session != NULL))/~/        SSL_CTX_remove_session(s->session_ctx, s->session);","SSL_CTX_remove_session(s->session_ctx, s->session);",N/A,REV_151
9386,A2_FunctionLine,CWE-200,CWE-189,"	const struct cred *cred = current_cred(), *tcred;/~/	 * process. The right exists if the process has administrative/~/	 * capabilities, superuser privileges or the same/~/	 * userid as the target process./~/	tcred = __task_cred(task);/~/	if (!uid_eq(cred->euid, tcred->suid) && !uid_eq(cred->euid, tcred->uid) &&/~/	    !uid_eq(cred->uid,  tcred->suid) && !uid_eq(cred->uid,  tcred->uid) &&/~/	    !capable(CAP_SYS_NICE)) {","const struct cred *cred = current_cred(), *tcred;/~/	 * process. The right exists if the process has administrative/~/	 * capabilities, superuser privileges or the same/~/	 * userid as the target process./~/	tcred = __task_cred(task);/~/	if (!uid_eq(cred->euid, tcred->suid) && !uid_eq(cred->euid, tcred->uid) &&/~/	    !uid_eq(cred->uid,  tcred->suid) && !uid_eq(cred->uid,  tcred->uid) &&/~/	    !capable(CAP_SYS_NICE)) {",Exact Match,REV_152
18757,A3_FunctionLineCWE,CWE-399,CWE-362,  enable_ipc_proxy_ = CommandLine::ForCurrentProcess()->HasSwitch(/~/      switches::kEnableNaClIPCProxy);,enable_ipc_proxy_ = CommandLine::ForCurrentProcess()->HasSwitch(,Partial Match,REV_153
8210,A1_FunctionOnly,CWE-20,CWE-399,"      process_(nullptr),","process_(nullptr),",N/A,REV_154
12363,A4_Oracle,CWE-476,CWE-Other,	if (REMAIN > INT_MAX),if (REMAIN > INT_MAX),Oracle,REV_155
12815,A3_FunctionLineCWE,CWE-189,CWE-399,  return update_lib_.GetDefaultImpl(use_stub_impl_);/~/},return update_lib_.GetDefaultImpl(use_stub_impl_);,Partial Match,REV_156
12417,A1_FunctionOnly,CWE-264,CWE-362,"               php_error_docref(NULL TSRMLS_CC, E_WARNING, ""mm_malloc failed, avail %d, err %s"", mm_available(data->mm), mm_error());","php_error_docref(NULL TSRMLS_CC, E_WARNING, ""mm_malloc failed, avail %d, err %s"", mm_available(data->mm), mm_error());",N/A,REV_157
18319,A1_FunctionOnly,CWE-20,CWE-200,"    ProfileOAuth2TokenServiceFactory::GetForProfile(profile_)->/~/        UpdateCredentials(account_id, result.refresh_token);",if (result.IsSuccess()) {,N/A,REV_158
11554,A3_FunctionLineCWE,CWE-416,CWE-399,"	int ret;/~/	ret = hns_nic_net_xmit_hw(ndev, skb,/~/				  &tx_ring_data(priv, skb->queue_mapping));/~/	if (ret == NETDEV_TX_OK) {/~/		netif_trans_update(ndev);/~/		ndev->stats.tx_bytes += skb->len;/~/		ndev->stats.tx_packets++;/~/	}/~/	return (netdev_tx_t)ret;","int ret;/~/	ret = hns_nic_net_xmit_hw(ndev, skb,/~/				  &tx_ring_data(priv, skb->queue_mapping));/~/	if (ret == NETDEV_TX_OK) {/~/		netif_trans_update(ndev);/~/		ndev->stats.tx_bytes += skb->len;/~/		ndev->stats.tx_packets++;/~/	}/~/	return (netdev_tx_t)ret;",Exact Match,REV_159
17592,A3_FunctionLineCWE,CWE-20,CWE-189,"			spin_lock_irq(&slave_active_lock);/~/			_snd_timer_stop(slave, 1, SNDRV_TIMER_EVENT_RESOLUTION);/~/			spin_unlock_irq(&slave_active_lock);","_snd_timer_stop(slave, 1, SNDRV_TIMER_EVENT_RESOLUTION);",Partial Match,REV_160
12417,A4_Oracle,CWE-264,CWE-362,"               php_error_docref(NULL TSRMLS_CC, E_WARNING, ""mm_malloc failed, avail %d, err %s"", mm_available(data->mm), mm_error());","php_error_docref(NULL TSRMLS_CC, E_WARNING, ""mm_malloc failed, avail %d, err %s"", mm_available(data->mm), mm_error());",Oracle,REV_161
17947,A1_FunctionOnly,CWE-399,CWE-399,  pp::Module *module = pp::Module::Get();/~/  CHECK(module);/~/  return static_cast<const PPB_NaCl_Private*>(/~/      module->GetBrowserInterface(PPB_NACL_PRIVATE_INTERFACE));/~/},pp::Module *module = pp::Module::Get();/~/  CHECK(module);/~/  return static_cast<const PPB_NaCl_Private*>(/~/      module->GetBrowserInterface(PPB_NACL_PRIVATE_INTERFACE));/~/},N/A,REV_162
13207,A3_FunctionLineCWE,CWE-200,CWE-20,"            pv_buf = ps_dec->pf_aligned_alloc(pv_mem_ctxt, 128, size);",if(buflen == -1),No Match,REV_163
